,sentence_index,sentence,splitset_label
3468,3469,One of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm .,1
3469,3470,An instance of an old dog not only learning but inventing a remarkable new trick .,1
3470,3471,Rodriguez has the chops of a smart-aleck film school brat and the imagination of a big kid ...,1
3471,3472,"Amy and Matthew have a bit of a phony relationship , but the film works in spite of it .",1
3472,3473,Garcia and the other actors help make the wobbly premise work .,1
3473,3474,"It 's surprisingly decent , particularly for a tenth installment in a series .",1
3474,3475,"A fascinating , unnerving examination of the delusions of one unstable man .",1
3475,3476,It 's no accident that The Accidental Spy is a solid action pic that returns the martial arts master to top form .,1
3476,3477,"Leave it to the French to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy melodrama .",1
3477,3478,"The director , Mark Pellington , does a terrific job conjuring up a sinister , menacing atmosphere though unfortunately all the story gives us is flashing red lights , a rattling noise , and a bump on the head .",1
3478,3479,"Heartwarming here relies less on forced air than on Petter NÃ¦ss ' delicate , clever direction ... and a wonderful , imaginative script by Axel Hellstenius .",1
3479,3480,"Makes the case for a strong education and good teachers being more valuable in the way they help increase an average student 's self-esteem , and not strictly in the knowledge imparted .",1
3480,3481,Steers refreshingly clear of the usual cliches .,1
3481,3482,`` Home Movie '' is a sweet treasure and something well worth your time .,1
3482,3483,"Highly recommended viewing for its courage , ideas , technical proficiency and great acting .",1
3483,3484,The movie 's thesis -- elegant technology for the masses -- is surprisingly refreshing .,1
3484,3485,Scott delivers a terrific performance in this fascinating portrait of a modern Lothario .,1
3485,3486,"... Wallace is smart to vary the pitch of his movie , balancing deafening battle scenes with quieter domestic scenes of women back home receiving War Department telegrams .",1
3486,3487,"Combines sharp comedy , old-fashioned monster movie atmospherics , and genuine heart to create a film that 's not merely about kicking undead \*\*\* , but also about dealing with regret and , ultimately , finding redemption .",1
3487,3488,"While most films these days are about nothing , this film seems to be about everything that 's plaguing the human spirit in a relentlessly globalizing world .",1
3488,3489,Marshall puts a suspenseful spin on standard horror flick formula .,1
3489,3490,As lively an account as Seinfeld is deadpan .,1
3490,3491,"Though Lan Yu lacks a sense of dramatic urgency , the film makes up for it with a pleasing verisimilitude .",1
3491,3492,"You may leave the theater with more questions than answers , but darned if your toes wo n't still be tapping .",1
3492,3493,"Take any 12-year-old boy to see this picture , and he 'll be your slave for a year .",1
3493,3494,But this is not a movie about an inhuman monster ; it 's about a very human one .,1
3494,3495,"At times THE GUYS taps into some powerful emotions , but this kind of material is more effective on stage .",1
3495,3496,It 's not a motion picture ; it 's an utterly static picture .,1
3496,3497,What makes it worth watching is Quaid 's performance .,1
3497,3498,Soderbergh skims the fat from the 1972 film .,1
3498,3499,What 's left is a rich stew of longing .,1
3499,3500,It 's the brilliant surfing photography bringing you right inside the massive waves that lifts Blue Crush into one of the summer 's most pleasurable movies .,1
3500,3501,"More of the same from Taiwanese auteur Tsai Ming-liang , which is good news to anyone who 's fallen under the sweet , melancholy spell of this unique director 's previous films .",1
3501,3502,"Hatfield and Hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications .",1
3502,3503,"Best of all is Garcia , who perfectly portrays the desperation of a very insecure man .",1
3503,3504,"The filmmakers try to balance pointed , often incisive satire and unabashed sweetness , with results that are sometimes bracing , sometimes baffling and quite often , and in unexpected ways , touching .",1
3504,3505,A sobering and powerful documentary about the most severe kind of personal loss : rejection by one 's mother .,1
3505,3506,"Often overwrought and at times positively irritating , the film turns into an engrossing thriller almost in spite of itself .",1
3506,3507,"Humorous and heartfelt , Douglas McGrath 's version of ` Nicholas Nickleby ' left me feeling refreshed and hopeful .",1
3507,3508,Not many movies have that kind of impact on me these days .,1
3508,3509,A poignant lyricism runs through Balzac and the Little Chinese Seamstress that transforms this story about love and culture into a cinematic poem .,1
3509,3510,This is SO De Palma .,1
3510,3511,"If you love him , you 'll like it .",1
3511,3512,"If you do n't ... well , skip to another review .",1
3512,3513,"Rouge is less about a superficial midlife crisis than it is about the need to stay in touch with your own skin , at 18 or 80 .",1
3513,3514,The moral shrapnel and mental shellshock will linger long after this film has ended .,1
3514,3515,Unfolds in a series of achronological vignettes whose cumulative effect is chilling .,1
3515,3516,"The movie enters a realm where few non-porn films venture , and comes across as darkly funny , energetic , and surprisingly gentle .",1
3516,3517,"Although the subject matter may still be too close to recent national events , the film works - mostly due to its superior cast of characters .",1
3517,3518,"It 's not going to be everyone 's bag of popcorn , but it definitely gives you something to chew on .",1
3518,3519,Huppert and Girardot give performances of exceptional honesty .,1
3519,3520,It has that rare quality of being able to creep the living hell out of you ...,1
3520,3521,A cautionary tale about the grandiosity of a college student who sees himself as impervious to a fall .,1
3521,3522,An infinitely wittier version of the Home Alone formula .,1
3522,3523,"Feardotcom 's thrills are all cheap , but they mostly work .",1
3523,3524,"-LRB- Hayek -RRB- throws herself into this dream Hispanic role with a teeth-clenching gusto , she strikes a potent chemistry with Molina and she gradually makes us believe she is Kahlo .",1
3524,3525,"Mr. Deeds is , as comedy goes , very silly -- and in the best way .",1
3525,3526,You could love Safe Conduct -LRB- Laissez Passer -RRB- for being a subtitled French movie that is 170 minutes long .,1
3526,3527,You could hate it for the same reason .,1
3527,3528,"With We Were Soldiers , Hollywood makes a valiant attempt to tell a story about the Vietnam War before the pathology set in .",1
3528,3529,"` Moore is like a progressive bull in a china shop , a provocateur crashing into ideas and special-interest groups as he slaps together his own brand of liberalism . '",1
3529,3530,Broomfield reveals an ironic manifestation of institutionalized slavery that ties a black-owned record label with a white-empowered police force .,1
3530,3531,"At just over an hour , Home Movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face .",1
3531,3532,Stuart 's poor-me persona needs a whole bunch of Snowball 's cynicism to cut through the sugar coating .,1
3532,3533,"But once the falcon arrives in the skies above Manhattan , the adventure is on red alert .",1
3533,3534,There is greatness here .,1
3534,3535,Boasts enough funny dialogue and sharp characterizations to be mildly amusing .,1
3535,3536,"Director Juan Jose Campanella could have turned this into an Argentine retread of `` Iris '' or `` American Beauty , '' but instead pulls a little from each film and creates something more beautiful than either of those films .",1
3536,3537,"If you love the music , and I do , its hard to imagine having more fun watching a documentary ...",1
3537,3538,"Nakata 's technique is to imply terror by suggestion , rather than the overuse of special effects .",1
3538,3539,`` 13 Conversations About One Thing '' is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling .,1
3539,3540,"Satin Rouge is not a new , or inventive , journey , but it 's encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity .",1
3540,3541,"Though an important political documentary , this does not really make the case the Kissinger should be tried as a war criminal .",1
3541,3542,"Cannon 's confidence and laid-back good spirits are , with the drumming routines , among the film 's saving graces .",1
3542,3543,"In its understanding , often funny way , it tells a story whose restatement is validated by the changing composition of the nation .",1
3543,3544,"She may not be real , but the laughs are .",1
3544,3545,"A fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries .",1
3545,3546,OK arthouse .,1
3546,3547,"The power of this script , and the performances that come with it , is that the whole damned thing did n't get our moral hackles up .",1
3547,3548,"The movie itself is far from disappointing , offering an original take on courtroom movies , a few nifty twists that are so crucial to the genre and another first-rate performance by top-billed star Bruce Willis .",1
3548,3549,About Schmidt is undoubtedly one of the finest films of the year .,1
3549,3550,"If you 're not deeply touched by this movie , check your pulse .",1
3550,3551,"The charm of Revolution OS is rather the way it introduces you to new , fervently held ideas and fanciful thinkers .",1
3551,3552,Until its final minutes this is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity .,1
3552,3553,Offers the flash of rock videos fused with solid performances and eerie atmosphere .,1
3553,3554,"Filmmakers Dana Janklowicz-Mann and Amir Mann area headed east , Far East , in retelling a historically significant , and personal , episode detailing how one international city welcomed tens of thousands of German Jewish refugees while the world 's democracie",1
3554,3555,For all its problems ... The Lady and the Duke surprisingly manages never to grow boring ... which proves that Rohmer still has a sense of his audience .,1
3555,3556,An edifying glimpse into the wit and revolutionary spirit of these performers and their era .,1
3556,3557,Craig Bartlett and director Tuck Tucker should be commended for illustrating the merits of fighting hard for something that really matters .,1
3557,3558,The film is saved from are n't - kids-cute sentimentality by a warmth that is n't faked and a stately sense of composition .,1
3558,3559,This is one of the year 's best films .,1
3559,3560,A fleet-footed and pleasingly upbeat family diversion .,1
3560,3561,Sorvino is delightful in the central role .,1
3561,3562,"She nearly glows with enthusiasm , sensuality and a conniving wit .",1
3562,3563,"It 's immensely ambitious , different than anything that 's been done before and amazingly successful in terms of what it 's trying to do .",1
3563,3564,"The story , once it gets rolling , is nothing short of a great one .",1
3564,3565,"Great performances , stylish cinematography and a gritty feel help make Gangster No. 1 a worthwhile moviegoing experience .",1
3565,3566,`` Mr. Deeds '' is suitable summer entertainment that offers escapism without requiring a great deal of thought .,1
3566,3567,"It 's an ambitious film , and as with all ambitious films , it has some problems .",1
3567,3568,"But on the whole , you 're gonna like this movie .",1
3568,3569,Chaiken ably balances real-time rhythms with propulsive incident .,1
3569,3570,"This is an extraordinary film , not least because it is Japanese and yet feels universal .",1
3570,3571,"In a summer overrun with movies dominated by CGI aliens and super heroes , it revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway .",1
3571,3572,There 's just something about watching a squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance .,1
3572,3573,A funny and touching film that is gorgeously acted by a British cast to rival Gosford Park 's .,1
3573,3574,There 's nothing more satisfying during a summer of event movies than a spy thriller like The Bourne Identity that 's packed with just as much intelligence as action .,1
3574,3575,I 'm not generally a fan of vegetables but this batch is pretty cute .,1
3575,3576,"Qutting may be a flawed film , but it is nothing if not sincere .",1
3576,3577,"Beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing .",1
3577,3578,"A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people , seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause .",1
3578,3579,"A cultural wildcard experience : wacky , different , unusual , even nutty .",1
3579,3580,Daughter From Danang reveals that efforts toward closure only open new wounds .,1
3580,3581,"It does n't flinch from its unsettling prognosis , namely , that the legacy of war is a kind of perpetual pain .",1
3581,3582,"For most of its footage , the new thriller proves that director M. Night Shyamalan can weave an eerie spell and that Mel Gibson can gasp , shudder and even tremble without losing his machismo .",1
3582,3583,This is not an easy film .,1
3583,3584,"But it could be , by its art and heart , a necessary one .",1
3584,3585,A very good film sits in the place where a masterpiece should be .,1
3585,3586,... spellbinding fun and deliciously exploitative .,1
3586,3587,"It 's Jagger 's bone-dry , mournfully brittle delivery that gives the film its bittersweet bite .",1
3587,3588,"Impossible as it may sound , this film 's heart is even more embracing than Monty , if only because it accepts nasty behavior and severe flaws as part of the human condition .",1
3588,3589,"Despite the predictable parent vs. child coming-of-age theme , first-class , natural acting and a look at `` the real Americans '' make this a charmer .",1
3589,3590,"One of the smarter offerings the horror genre has produced in recent memory , even if it 's far tamer than advertised .",1
3590,3591,"One of recent memory 's most thoughtful films about art , ethics , and the cost of moral compromise .",1
3591,3592,"the film does n't sustain its initial promise with a jarring , new-agey tone creeping into the second half",1
3592,3593,"Blade II is as estrogen-free as movies get , so you might want to leave your date behind for this one , or she 's gonna make you feel like you owe her big-time .",1
3593,3594,"The message is that even the most unlikely can link together to conquer all kinds of obstacles , whether they be of nature , of man or of one another .",1
3594,3595,Many a parent and their teen -LRB- or preteen -RRB- kid could bond while watching A Walk To Remember .,1
3595,3596,So could young romantics out on a date .,1
3596,3597,"All leather pants & augmented boobs , Hawn is hilarious as she tries to resuscitate the fun-loving libertine lost somewhere inside the conservative , handbag-clutching Sarandon .",1
3597,3598,"The members manage to pronounce KOK exactly as you think they might , thus giving the cast ample opportunity to use that term as often as possible .",1
3598,3599,"It 's very Beavis and Butthead , yet always seems to elicit a chuckle .",1
3599,3600,"While this gentle and affecting melodrama will have luvvies in raptures , it 's far too slight and introspective to appeal to anything wider than a niche audience .",1
3600,3601,"Chicago offers much colorful eye candy , including the spectacle of Gere in his dancing shoes , hoofing and crooning with the best of them .",1
3601,3602,A difficult but worthy film that bites off more than it can chew by linking the massacre of Armenians in 1915 with some difficult relationships in the present .,1
3602,3603,"By and large this is Mr. Kilmer 's movie , and it 's his strongest performance since The Doors .",1
3603,3604,"Some of the most ravaging , gut-wrenching , frightening war scenes since `` Saving Private Ryan '' have been recreated by John Woo in this little-known story of Native Americans and their role in the second great war .",1
3604,3605,A charming but slight comedy .,1
3605,3606,"Henry Bean 's thoughtful screenplay provides no easy answers , but offers a compelling investigation of faith versus intellect",1
3606,3607,A great cast and a wonderful but sometimes confusing flashback movie about growing up in a dysfunctional family .,1
3607,3608,Playing a role of almost Bergmanesque intensity ... Bisset is both convincing and radiant .,1
3608,3609,"A smart , provocative drama that does the nearly impossible : It gets under the skin of a man we only know as an evil , monstrous lunatic .",1
3609,3610,An alternately fascinating and frustrating documentary .,1
3610,3611,Griffin & Co. manage to be spectacularly outrageous .,1
3611,3612,"Nair 's cast is so large it 's Altman-esque , but she deftly spins the multiple stories in a vibrant and intoxicating fashion .",1
3612,3613,The movie plays up the cartoon 's more obvious strength of snazziness while neglecting its less conspicuous writing strength .,1
3613,3614,Poignant Japanese epic about adolescent anomie and heartbreak .,1
3614,3615,"We 've seen it all before in one form or another , but director Hoffman , with great help from Kevin Kline , makes us care about this latest reincarnation of the world 's greatest teacher .",1
3615,3616,Secretary is not a movie about fetishism .,1
3616,3617,It is a movie about passion .,1
3617,3618,"Even though it 's common knowledge that Park and his founding partner , Yong Kang , lost Kozmo in the end , you ca n't help but get caught up in the thrill of the company 's astonishing growth .",1
3618,3619,"Although some viewers will not be able to stomach so much tongue-in-cheek weirdness , those who do will have found a cult favorite to enjoy for a lifetime .",1
3619,3620,"What could have easily become a cold , calculated exercise in postmodern pastiche winds up a powerful and deeply moving example of melodramatic moviemaking .",1
3620,3621,"A delightful surprise because despite all the backstage drama , this is a movie that tells stories that work -- is charming , is moving , is funny and looks professional .",1
3621,3622,The IMAX screen enhances the personal touch of manual animation .,1
3622,3623,Does an impressive job of relating the complicated history of the war and of filling in the background .,1
3623,3624,"It 's all about Anakin ... and the lustrous polished visuals rich in color and creativity and , of course , special effect .",1
3624,3625,Lacks the inspiration of the original and has a bloated plot that stretches the running time about 10 minutes past a child 's interest and an adult 's patience .,1
3625,3626,But it also has many of the things that made the first one charming .,1
3626,3627,"It 's funny , touching , dramatically forceful , and beautifully shot .",1
3627,3628,Its rawness and vitality give it considerable punch .,1
3628,3629,A live-wire film that never loses its ability to shock and amaze .,1
3629,3630,"The year 's greatest adventure , and Jackson 's limited but enthusiastic adaptation has made literature literal without killing its soul -- a feat any thinking person is bound to appreciate .",1
3630,3631,It 's fairly solid -- not to mention well edited so that it certainly does n't feel like a film that strays past the two and a half mark .,1
3631,3632,"Brims with passion : for words , for its eccentric , accident-prone characters , and for the crazy things that keep people going in this crazy life .",1
3632,3633,It 's secondary to American Psycho but still has claws enough to get inside you and stay there for a couple of hours .,1
3633,3634,"The Hours , a delicately crafted film , is an impressive achievement in spite of a river of sadness that pours into every frame .",1
3634,3635,Fudges fact and fancy with such confidence that we feel as if we 're seeing something purer than the real thing .,1
3635,3636,"This is unusual , food-for-thought cinema that 's as entertaining as it is instructive .",1
3636,3637,"With an expressive face reminiscent of Gong Li and a vivid personality like Zhang Ziyi 's , Dong stakes out the emotional heart of Happy .",1
3637,3638,"Nohe 's documentary about the event is sympathetic without being gullible : He is n't blind to the silliness , but also captures moments of spontaneous creativity and authentic co-operative interaction .",1
3638,3639,"It may not be as cutting , as witty or as true as back in the glory days of Weekend and Two or Three Things I Know About Her , but who else engaged in filmmaking today is so cognizant of the cultural and moral issues involved in the process ?",1
3639,3640,"Secret Ballot is a funny , puzzling movie ambiguous enough to be engaging and oddly moving .",1
3640,3641,"Although devoid of objectivity and full of nostalgic comments from the now middle-aged participants , Dogtown and Z-Boys has a compelling story to tell .",1
3641,3642,"It 's got some pretentious eye-rolling moments and it did n't entirely grab me , but there 's stuff here to like .",1
3642,3643,Birthday Girl walks a tricky tightrope between being wickedly funny and just plain wicked .,1
3643,3644,"The enjoyable Undercover Brother , a zany mix of Saturday Night Live-style parody , '70s Blaxploitation films and goofball action comedy gone wild , dishes out a ton of laughs that everyone can enjoy .",1
3644,3645,Brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life 's harshness .,1
3645,3646,Jackson is always watchable .,1
3646,3647,To the degree that ivans xtc .,1
3647,3648,"works , it 's thanks to Huston 's revelatory performance .",1
3648,3649,A wild ride of a movie that keeps throwing fastballs .,1
3649,3650,Confessions is without a doubt a memorable directorial debut from King Hunk .,1
3650,3651,"Weird , vulgar comedy that 's definitely an acquired taste .",1
3651,3652,A. . .,1
3652,3653,cynical and serious look at teenage boys doing what they do best - being teenagers .,1
3653,3654,The film is a very good viewing alternative for young women .,1
3654,3655,Australian filmmaker David Flatman uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them .,1
3655,3656,A dazzling dream of a documentary .,1
3656,3657,A keep - 'em - guessing plot and an affectionate take on its screwed-up characters .,1
3657,3658,Brave and sweetly rendered love story .,1
3658,3659,The film proves unrelentingly grim -- and equally engrossing .,1
3659,3660,A hallmark film in an increasingly important film industry and worth the look .,1
3660,3661,"The Last Kiss will probably never achieve the popularity of My Big Fat Greek Wedding , but its provocative central wedding sequence has far more impact .",1
3661,3662,"If you like blood , guts and crazy beasts stalking men with guns though ... you will likely enjoy this monster .",1
3662,3663,The difference between Cho and most comics is that her confidence in her material is merited .,1
3663,3664,Sad to say -- it accurately reflects the rage and alienation that fuels the self-destructiveness of many young people .,1
3664,3665,There is a strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye .,1
3665,3666,"` Anyone with a passion for cinema , and indeed sex , should see it as soon as possible . '",1
3666,3667,"Seeks to transcend its genre with a curiously stylized , quasi-Shakespearean portrait of pure misogynist evil .",1
3667,3668,Mordantly funny and intimately knowing ...,1
3668,3669,What makes the movie special is its utter sincerity .,1
3669,3670,"Fast and funny , an action cartoon that 's suspenseful enough for older kids but not too scary for the school-age crowd .",1
3670,3671,"One of those rare films that come by once in a while with flawless amounts of acting , direction , story and pace .",1
3671,3672,"The AAA of action , XXX is a blast of adrenalin , rated EEE for excitement .",1
3672,3673,And Vin Diesel is the man .,1
3673,3674,"Earnest , unsubtle and Hollywood-predictable , Green Dragon is still a deeply moving effort to put a human face on the travail of thousands of Vietnamese .",1
3674,3675,"An ambitious movie that , like Shiner 's organizing of the big fight , pulls off enough of its effects to make up for the ones that do n't come off .",1
3675,3676,"Nair and writer Laura Cahill dare to build a movie around some flawed but rather unexceptional women , emerging with a fine character study that 's short on plot but rich in the tiny revelations of real life .",1
3676,3677,The film 's unhurried pace is actually one of its strengths .,1
3677,3678,"Entirely appropriately , the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn .",1
3678,3679,"Despite its floating narrative , this is a remarkably accessible and haunting film .",1
3679,3680,"Vibrantly colored and beautifully designed , Metropolis is a feast for the eyes .",1
3680,3681,"Sweetly sexy , funny and touching .",1
3681,3682,"... while Dark Water is n't a complete wash -LRB- no pun intended -RRB- , watched side-by-side with Ringu , it ultimately comes off as a pale successor .",1
3682,3683,Is truth stranger than fiction ?,1
3683,3684,"In -LRB- screenwriter -RRB- Charlie Kaufman 's world , truth and fiction are equally strange , and his for the taking .",1
3684,3685,"For decades we 've marveled at Disney 's rendering of water , snow , flames and shadows in a hand-drawn animated world .",1
3685,3686,Prepare to marvel again .,1
3686,3687,"A witty , low-key romantic comedy .",1
3687,3688,More good than great but Freeman and Judd make it work .,1
3688,3689,"If you 're looking for a smart , nuanced look at de Sade and what might have happened at Picpus , Sade is your film .",1
3689,3690,"Could have been crisper and punchier , but it 's likely to please audiences who like movies that demand four hankies .",1
3690,3691,Together writer-director Danny Verete 's three tales comprise a powerful and reasonably fulfilling gestalt .,1
3691,3692,"Bursting through the constraints of its source , this is one adapted - from-television movie that actually looks as if it belongs on the big screen .",1
3692,3693,Its almost too-spectacular coastal setting distracts slightly from an eccentric and good-naturedly aimless story .,1
3693,3694,"In other words , it 's just another sports drama\/character study .",1
3694,3695,Yet this one makes up for in heart what it lacks in outright newness .,1
3695,3696,"Plus , like I already mentioned ... it 's Robert Duvall !",1
3696,3697,C'mon !,1
3697,3698,This story of a determined woman 's courage to find her husband in a war zone offers winning performances and some effecting moments .,1
3698,3699,"Like Shrek , Spirit 's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world .",1
3699,3700,A modestly made but profoundly moving documentary .,1
3700,3701,"It irritates and saddens me that Martin Lawrence 's latest vehicle can explode obnoxiously into 2,500 screens while something of Bubba Ho-Tep 's clearly evident quality may end up languishing on a shelf somewhere .",1
3701,3702,"Not everything in this ambitious comic escapade works , but Coppola , along with his sister , Sofia , is a real filmmaker .",1
3702,3703,It must be in the genes .,1
3703,3704,"The performers are so spot on , it is hard to conceive anyone else in their roles .",1
3704,3705,This slight premise ... works because of the ideal casting of the masterful British actor Ian Holm as the aged Napoleon .,1
3705,3706,"Hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the U.S. -- a major director is emerging in world cinema .",1
3706,3707,"Although the film boils down to a lightweight story about matchmaking , the characters make Italian for Beginners worth the journey",1
3707,3708,The dragons are the real stars of Reign of Fire and you wo n't be disappointed .,1
3708,3709,Kudos to the most enchanting film of the year .,1
3709,3710,"It works well enough , since the thrills pop up frequently , and the dispatching of the cast is as often imaginative as it is gory .",1
3710,3711,"Colorful and deceptively buoyant until it suddenly pulls the rug out from under you , Burkinabe filmmaker Dani Kouyate 's reworking of a folk story whose roots go back to 7th-century oral traditions is also a pointed political allegory .",1
3711,3712,"It 's a powerful though flawed movie , guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today .",1
3712,3713,"Director Paul Cox 's unorthodox , abstract approach to visualizing Nijinsky 's diaries is both stimulating and demanding .",1
3713,3714,"For 95 often hilarious minutes , -LRB- Cho -RRB- riffs on the diciness of colonics , on straight versus gay personal ads , on how men would act if they had periods , and on the perils of a certain outrÃ© sexual practice .",1
3714,3715,Most of the things that made the original Men in Black such a pleasure are still there .,1
3715,3716,"Mostly honest , this somber picture reveals itself slowly , intelligently , artfully .",1
3716,3717,Best enjoyed as a work of fiction inspired by real-life events .,1
3717,3718,Those seeking a definitive account of Eisenstein 's life would do better elsewhere .,1
3718,3719,-LRB- Westbrook -RRB- makes a wonderful subject for the camera .,1
3719,3720,A film that 's flawed and brilliant in equal measure .,1
3720,3721,"Even if Invincible is not quite the career peak that The Pianist is for Roman Polanski , it demonstrates that Werner Herzog can still leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken .",1
3721,3722,"Ultimately too repellent to fully endear itself to American art house audiences , but it is notable for its stylistic austerity and forcefulness .",1
3722,3723,Hardly a film that comes along every day .,1
3723,3724,A wild ride with eight boarders from Venice Beach that was a deserved co-winner of the Audience Award for documentaries at the Sundance Film Festival .,1
3724,3725,The film 's only missteps come from the script 's insistence on providing deep emotional motivation for each and every one of Abagnale 's antics .,1
3725,3726,"A sweet , tender sermon about a 12-year-old Welsh boy more curious about God than girls , who learns that believing in something does matter .",1
3726,3727,"the film belongs to the marvelous Verdu , a sexy slip of an earth mother who mourns her tragedies in private and embraces life in public",1
3727,3728,"More intimate than spectacular , E.T. is carried less by wow factors than by its funny , moving yarn that holds up well after two decades .",1
3728,3729,"For once , a movie does not proclaim the truth about two love-struck somebodies , but permits them time and space to convince us of that all on their own .",1
3729,3730,"If you 're burnt out on It 's a Wonderful Life marathons and bored with A Christmas Carol , it might just be the movie you 're looking for .",1
3730,3731,It depends on how well flatulence gags fit into your holiday concept .,1
3731,3732,Moonlight Mile does n't quite go the distance but the cast is impressive and they all give life to these broken characters who are trying to make their way through this tragedy .,1
3732,3733,"It is an indelible epic American story about two families , one black and one white , facing change in both their inner and outer lives .",1
3733,3734,"Not as well-written as Sexy Beast , not as gloriously flippant as Lock , Stock and Two Smoking Barrels , but stylish and moody and exceptionally well-acted .",1
3734,3735,"Quite simply , a joy to watch and -- especially -- to listen to .",1
3735,3736,A flawed film but an admirable one that tries to immerse us in a world of artistic abandon and political madness and very nearly succeeds .,1
3736,3737,"The filmmakers wisely decided to let Crocodile Hunter Steve Irwin do what he does best , and fashion a story around him .",1
3737,3738,A winning and wildly fascinating work .,1
3738,3739,We do get the distinct impression that this franchise is drawing to a close .,1
3739,3740,Worth catching for Griffiths ' warm and winning central performance .,1
3740,3741,"The tone errs on the shrill side , tempered by a soft southern gentility that speaks of beauty , grace and a closet full of skeletons .",1
3741,3742,"An interesting psychological game of cat-and-mouse , three-dimensional characters and believable performances all add up to a satisfying crime drama .",1
3742,3743,"A meatier deeper beginning and\/or ending would have easily tipped this film into the `` A '' range , as is , it 's a very very strong `` B + . ''",1
3743,3744,I love the robust middle of this picture .,1
3744,3745,"The power of Shanghai Ghetto , a documentary by Dana Janklowicz-Mann and Amir Mann , rests in the voices of men and women , now in their 70s , who lived there in the 1940s .",1
3745,3746,Maintains your interest until the end and even leaves you with a few lingering animated thoughts .,1
3746,3747,"There is a beautiful , aching sadness to it all .",1
3747,3748,Paul Cox needed to show it .,1
3748,3749,It is up to you to decide if you need to see it .,1
3749,3750,"If Divine Secrets of the Ya-Ya Sisterhood suffers from a ploddingly melodramatic structure , it comes to life in the performances .",1
3750,3751,"If you ignore the cliches and concentrate on City by the Sea 's interpersonal drama , it ai n't half-bad .",1
3751,3752,"There are n't too many films that can be as simultaneously funny , offbeat and heartwarming -LRB- without a thick shmear of the goo , at least -RRB- , but `` Elling '' manages to do all three quite well , making it one of the year 's most enjoyable releases .",1
3752,3753,"Reign of Fire is hardly the most original fantasy film ever made -- beyond Road Warrior , it owes enormous debts to Aliens and every previous dragon drama -- but that barely makes it any less entertaining .",1
3753,3754,"An earnest , roughshod document , it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool .",1
3754,3755,Samuel Beckett applied to the Iranian voting process .,1
3755,3756,The Bard as black comedy -- Willie would have loved it .,1
3756,3757,Another trumpet blast that there may be a New Mexican Cinema a-bornin ' . ',1
3757,3758,"... the film 's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '",1
3758,3759,"Tadpole may be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother .",1
3759,3760,"This is a story that zings all the way through with originality , humour and pathos .",1
3760,3761,"As underwater ghost stories go , Below casts its spooky net out into the Atlantic Ocean and spits it back , grizzled and charred , somewhere northwest of the Bermuda Triangle .",1
3761,3762,"It is a challenging film , if not always a narratively cohesive one .",1
3762,3763,"Trapped wo n't score points for political correctness , but it may cause parents a few sleepless hours -- a sign of its effectiveness .",1
3763,3764,"A rock-solid gangster movie with a fair amount of suspense , intriguing characters and bizarre bank robberies , plus a heavy dose of father-and-son dynamics .",1
3764,3765,It 's incredible the number of stories the Holocaust has generated .,1
3765,3766,"Just when you think that every possible angle has been exhausted by documentarians , another new film emerges with yet another remarkable yet shockingly little-known perspective .",1
3766,3767,"As they used to say in the 1950s sci-fi movies , Signs is a tribute to Shyamalan 's gifts , which are such that we 'll keep watching the skies for his next project .",1
3767,3768,"There 's no conversion effort , much of the writing is genuinely witty and both stars are appealing enough to probably have a good shot at a Hollywood career , if they want one .",1
3768,3769,"Like a skillful fisher , the director uses the last act to reel in the audience since its poignancy hooks us completely .",1
3769,3770,A film with contemporary political resonance illustrated by a winning family story .,1
