C:\Users\nicfl\Desktop\Project\venv\Scripts\python.exe C:/Users/nicfl/Desktop/Project/main_clstm_twitter.py
2022-07-08 19:50:14,881 : INFO : loading projection weights from C:\Users\nicfl/gensim-data\word2vec-google-news-300\word2vec-google-news-300.gz
2022-07-08 19:50:49,989 : INFO : KeyedVectors lifecycle event {'msg': 'loaded (3000000, 300) matrix of type float32 from C:\\Users\\nicfl/gensim-data\\word2vec-google-news-300\\word2vec-google-news-300.gz', 'binary': True, 'encoding': 'utf8', 'datetime': '2022-07-08T19:50:49.971903', 'gensim': '4.2.0', 'python': '3.10.5 (tags/v3.10.5:f377153, Jun  6 2022, 16:14:13) [MSC v.1929 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22000-SP0', 'event': 'load_word2vec_format'}
C:\Users\nicfl\Desktop\Project\main_clstm_twitter.py:63: UserWarning: The given NumPy array is not writable, and PyTorch does not support non-writable tensors. This means writing to this tensor will result in undefined behavior. You may want to copy the array to protect its data or make it writable before converting it to a tensor. This type of warning will be suppressed for the rest of this program. (Triggered internally at  ..\torch\csrc\utils\tensor_numpy.cpp:178.)
  word2vec_vectors.append(torch.FloatTensor(w2v[token]))
C:\Users\nicfl\Desktop\Project\venv\lib\site-packages\torch\nn\modules\rnn.py:62: UserWarning: dropout option adds dropout after all but last recurrent layer, so non-zero dropout expects num_layers greater than 1, but got dropout=0.5 and num_layers=1
  warnings.warn("dropout option adds dropout after all but last "

## The 1/25 Epoch ! ##
| epoch   1 |   500/16000 batches | accuracy    0.348
| epoch  14 |  4500/16000 batches | accuracy    0.614
| epoch  14 |  5000/16000 batches | accuracy    0.644
| epoch  14 |  5500/16000 batches | accuracy    0.656
| epoch  14 |  6000/16000 batches | accuracy    0.650
| epoch  14 |  6500/16000 batches | accuracy    0.628
| epoch  14 |  7000/16000 batches | accuracy    0.608
| epoch  14 |  7500/16000 batches | accuracy    0.590
| epoch  14 |  8000/16000 batches | accuracy    0.640
| epoch  14 |  8500/16000 batches | accuracy    0.624
| epoch  14 |  9000/16000 batches | accuracy    0.612
| epoch  14 |  9500/16000 batches | accuracy    0.596
| epoch  14 | 10000/16000 batches | accuracy    0.614
| epoch  14 | 10500/16000 batches | accuracy    0.646
| epoch  14 | 11000/16000 batches | accuracy    0.604
| epoch  14 | 11500/16000 batches | accuracy    0.614
| epoch  14 | 12000/16000 batches | accuracy    0.582
| epoch  14 | 12500/16000 batches | accuracy    0.672
| epoch  14 | 13000/16000 batches | accuracy    0.648
| epoch  14 | 13500/16000 batches | accuracy    0.622
| epoch  14 | 14000/16000 batches | accuracy    0.658
| epoch  14 | 14500/16000 batches | accuracy    0.606
| epoch  14 | 15000/16000 batches | accuracy    0.612
| epoch  14 | 15500/16000 batches | accuracy    0.612
| epoch  14 | 16000/16000 batches | accuracy    0.654
-----------------------------------------------------------
| end of epoch  14 | time: 301.03s | train accuracy    0.626 
0.8222281000087274
-----------------------------------------------------------

## The 15/25 Epoch ! ##
| epoch  15 |   500/16000 batches | accuracy    0.624
| epoch  15 |  1000/16000 batches | accuracy    0.624
| epoch  15 |  1500/16000 batches | accuracy    0.656
| epoch  15 |  2000/16000 batches | accuracy    0.644
| epoch  15 |  2500/16000 batches | accuracy    0.628
| epoch  15 |  3000/16000 batches | accuracy    0.616
| epoch  15 |  3500/16000 batches | accuracy    0.612
| epoch  15 |  4000/16000 batches | accuracy    0.652
| epoch  15 |  4500/16000 batches | accuracy    0.630
| epoch  15 |  5000/16000 batches | accuracy    0.604
| epoch  15 |  5500/16000 batches | accuracy    0.642
| epoch  15 |  6000/16000 batches | accuracy    0.650
| epoch  15 |  6500/16000 batches | accuracy    0.624
| epoch  15 |  7000/16000 batches | accuracy    0.684
| epoch  15 |  7500/16000 batches | accuracy    0.618
| epoch  15 |  8000/16000 batches | accuracy    0.650
| epoch  15 |  8500/16000 batches | accuracy    0.674
| epoch  15 |  9000/16000 batches | accuracy    0.620
| epoch  15 |  9500/16000 batches | accuracy    0.680
| epoch  15 | 10000/16000 batches | accuracy    0.620
| epoch  15 | 10500/16000 batches | accuracy    0.596
| epoch  15 | 11000/16000 batches | accuracy    0.636
| epoch  15 | 11500/16000 batches | accuracy    0.622
| epoch  15 | 12000/16000 batches | accuracy    0.622
| epoch  15 | 12500/16000 batches | accuracy    0.656
| epoch  15 | 13000/16000 batches | accuracy    0.628
| epoch  15 | 13500/16000 batches | accuracy    0.624
| epoch  15 | 14000/16000 batches | accuracy    0.652
| epoch  15 | 14500/16000 batches | accuracy    0.644
| epoch  15 | 15000/16000 batches | accuracy    0.648
| epoch  15 | 15500/16000 batches | accuracy    0.634
| epoch  15 | 16000/16000 batches | accuracy    0.618
-----------------------------------------------------------
| end of epoch  15 | time: 316.01s | train accuracy    0.635 
0.8164378818887392
-----------------------------------------------------------

## The 16/25 Epoch ! ##
| epoch  16 |   500/16000 batches | accuracy    0.602
| epoch  16 |  1000/16000 batches | accuracy    0.630
| epoch  16 |  1500/16000 batches | accuracy    0.614
| epoch  16 |  2000/16000 batches | accuracy    0.624
| epoch  16 |  2500/16000 batches | accuracy    0.618
| epoch  16 |  3000/16000 batches | accuracy    0.660
| epoch  16 |  3500/16000 batches | accuracy    0.604
| epoch  16 |  4000/16000 batches | accuracy    0.628
| epoch  16 |  4500/16000 batches | accuracy    0.654
| epoch  16 |  5000/16000 batches | accuracy    0.650
| epoch  16 |  5500/16000 batches | accuracy    0.628
| epoch  16 |  6000/16000 batches | accuracy    0.676
| epoch  16 |  6500/16000 batches | accuracy    0.630
| epoch  16 |  7000/16000 batches | accuracy    0.612
| epoch  16 |  7500/16000 batches | accuracy    0.608
| epoch  16 |  8000/16000 batches | accuracy    0.650
| epoch  16 |  8500/16000 batches | accuracy    0.652
| epoch  16 |  9000/16000 batches | accuracy    0.614
| epoch  16 |  9500/16000 batches | accuracy    0.630
| epoch  16 | 10000/16000 batches | accuracy    0.656
| epoch  16 | 10500/16000 batches | accuracy    0.640
| epoch  16 | 11000/16000 batches | accuracy    0.632
| epoch  16 | 11500/16000 batches | accuracy    0.618
| epoch  16 | 12000/16000 batches | accuracy    0.636
| epoch  16 | 12500/16000 batches | accuracy    0.650
| epoch  16 | 13000/16000 batches | accuracy    0.636
| epoch  16 | 13500/16000 batches | accuracy    0.646
| epoch  16 | 14000/16000 batches | accuracy    0.624
| epoch  16 | 14500/16000 batches | accuracy    0.628
| epoch  16 | 15000/16000 batches | accuracy    0.614
| epoch  16 | 15500/16000 batches | accuracy    0.598
| epoch  16 | 16000/16000 batches | accuracy    0.636
-----------------------------------------------------------
| end of epoch  16 | time: 301.10s | train accuracy    0.631 
0.82285189235804
-----------------------------------------------------------

## The 17/25 Epoch ! ##
| epoch  17 |   500/16000 batches | accuracy    0.634
| epoch  17 |  1000/16000 batches | accuracy    0.620
| epoch  17 |  1500/16000 batches | accuracy    0.630
| epoch  17 |  2000/16000 batches | accuracy    0.616
| epoch  17 |  2500/16000 batches | accuracy    0.654
| epoch  17 |  3000/16000 batches | accuracy    0.664
| epoch  17 |  3500/16000 batches | accuracy    0.614
| epoch  17 |  4000/16000 batches | accuracy    0.622
| epoch  17 |  4500/16000 batches | accuracy    0.592
| epoch  17 |  5000/16000 batches | accuracy    0.622
| epoch  17 |  5500/16000 batches | accuracy    0.634
| epoch  17 |  6000/16000 batches | accuracy    0.662
| epoch  17 |  6500/16000 batches | accuracy    0.634
| epoch  17 |  7000/16000 batches | accuracy    0.644
| epoch  17 |  7500/16000 batches | accuracy    0.634
| epoch  17 |  8000/16000 batches | accuracy    0.614
| epoch  17 |  8500/16000 batches | accuracy    0.630
| epoch  17 |  9000/16000 batches | accuracy    0.608
| epoch  17 |  9500/16000 batches | accuracy    0.636
| epoch  17 | 10000/16000 batches | accuracy    0.630
| epoch  17 | 10500/16000 batches | accuracy    0.632
| epoch  17 | 11000/16000 batches | accuracy    0.640
| epoch  17 | 11500/16000 batches | accuracy    0.628
| epoch  17 | 12000/16000 batches | accuracy    0.608
| epoch  17 | 12500/16000 batches | accuracy    0.642
| epoch  17 | 13000/16000 batches | accuracy    0.624
| epoch  17 | 13500/16000 batches | accuracy    0.624
| epoch  17 | 14000/16000 batches | accuracy    0.610
| epoch  17 | 14500/16000 batches | accuracy    0.610
| epoch  17 | 15000/16000 batches | accuracy    0.664
| epoch  17 | 15500/16000 batches | accuracy    0.638
| epoch  17 | 16000/16000 batches | accuracy    0.624
-----------------------------------------------------------
| end of epoch  17 | time: 293.25s | train accuracy    0.629 
0.8215003617178954
-----------------------------------------------------------

## The 18/25 Epoch ! ##
| epoch  18 |   500/16000 batches | accuracy    0.606
| epoch  18 |  1000/16000 batches | accuracy    0.688
| epoch  18 |  1500/16000 batches | accuracy    0.620
| epoch  18 |  2000/16000 batches | accuracy    0.618
| epoch  18 |  2500/16000 batches | accuracy    0.642
| epoch  18 |  3000/16000 batches | accuracy    0.652
| epoch  18 |  3500/16000 batches | accuracy    0.618
| epoch  18 |  4000/16000 batches | accuracy    0.640
| epoch  18 |  4500/16000 batches | accuracy    0.630
| epoch  18 |  5000/16000 batches | accuracy    0.654
| epoch  18 |  5500/16000 batches | accuracy    0.622
| epoch  18 |  6000/16000 batches | accuracy    0.628
| epoch  18 |  6500/16000 batches | accuracy    0.646
| epoch  18 |  7000/16000 batches | accuracy    0.640
| epoch  18 |  7500/16000 batches | accuracy    0.620
| epoch  18 |  8000/16000 batches | accuracy    0.628
| epoch  18 |  8500/16000 batches | accuracy    0.642
| epoch  18 |  9000/16000 batches | accuracy    0.610
| epoch  18 |  9500/16000 batches | accuracy    0.686
| epoch  18 | 10000/16000 batches | accuracy    0.632
| epoch  18 | 10500/16000 batches | accuracy    0.634
| epoch  18 | 11000/16000 batches | accuracy    0.626
| epoch  18 | 11500/16000 batches | accuracy    0.622
| epoch  18 | 12000/16000 batches | accuracy    0.610
| epoch  18 | 12500/16000 batches | accuracy    0.654
| epoch  18 | 13000/16000 batches | accuracy    0.620
| epoch  18 | 13500/16000 batches | accuracy    0.624
| epoch  18 | 14000/16000 batches | accuracy    0.648
| epoch  18 | 14500/16000 batches | accuracy    0.614
| epoch  18 | 15000/16000 batches | accuracy    0.582
| epoch  18 | 15500/16000 batches | accuracy    0.644
| epoch  18 | 16000/16000 batches | accuracy    0.638
-----------------------------------------------------------
| end of epoch  18 | time: 303.71s | train accuracy    0.632 
0.8173622301689488
-----------------------------------------------------------

## The 19/25 Epoch ! ##
| epoch  19 |   500/16000 batches | accuracy    0.618
| epoch  19 |  1000/16000 batches | accuracy    0.644
| epoch  19 |  1500/16000 batches | accuracy    0.588
| epoch  19 |  2000/16000 batches | accuracy    0.638
| epoch  19 |  2500/16000 batches | accuracy    0.660
| epoch  19 |  3000/16000 batches | accuracy    0.638
| epoch  19 |  3500/16000 batches | accuracy    0.612
| epoch  19 |  4000/16000 batches | accuracy    0.628
| epoch  19 |  4500/16000 batches | accuracy    0.656
| epoch  19 |  5000/16000 batches | accuracy    0.612
| epoch  19 |  5500/16000 batches | accuracy    0.634
| epoch  19 |  6000/16000 batches | accuracy    0.614
| epoch  19 |  6500/16000 batches | accuracy    0.628
| epoch  19 |  7000/16000 batches | accuracy    0.630
| epoch  19 |  7500/16000 batches | accuracy    0.662
| epoch  19 |  8000/16000 batches | accuracy    0.650
| epoch  19 |  8500/16000 batches | accuracy    0.648
| epoch  19 |  9000/16000 batches | accuracy    0.644
| epoch  19 |  9500/16000 batches | accuracy    0.638
| epoch  19 | 10000/16000 batches | accuracy    0.620
| epoch  19 | 10500/16000 batches | accuracy    0.628
| epoch  19 | 11000/16000 batches | accuracy    0.666
| epoch  19 | 11500/16000 batches | accuracy    0.624
| epoch  19 | 12000/16000 batches | accuracy    0.596
| epoch  19 | 12500/16000 batches | accuracy    0.646
| epoch  19 | 13000/16000 batches | accuracy    0.654
| epoch  19 | 13500/16000 batches | accuracy    0.584
| epoch  19 | 14000/16000 batches | accuracy    0.646
| epoch  19 | 14500/16000 batches | accuracy    0.632
| epoch  19 | 15000/16000 batches | accuracy    0.624
| epoch  19 | 15500/16000 batches | accuracy    0.618
| epoch  19 | 16000/16000 batches | accuracy    0.614
-----------------------------------------------------------
| end of epoch  19 | time: 313.95s | train accuracy    0.631 
0.8219193245928595
-----------------------------------------------------------

## The 20/25 Epoch ! ##
| epoch  20 |   500/16000 batches | accuracy    0.630
| epoch  20 |  1000/16000 batches | accuracy    0.618
| epoch  20 |  1500/16000 batches | accuracy    0.636
| epoch  20 |  2000/16000 batches | accuracy    0.622
| epoch  20 |  2500/16000 batches | accuracy    0.618
| epoch  20 |  3000/16000 batches | accuracy    0.626
| epoch  20 |  3500/16000 batches | accuracy    0.640
| epoch  20 |  4000/16000 batches | accuracy    0.672
| epoch  20 |  4500/16000 batches | accuracy    0.622
| epoch  20 |  5000/16000 batches | accuracy    0.658
| epoch  20 |  5500/16000 batches | accuracy    0.664
| epoch  20 |  6000/16000 batches | accuracy    0.622
| epoch  20 |  6500/16000 batches | accuracy    0.652
| epoch  20 |  7000/16000 batches | accuracy    0.626
| epoch  20 |  7500/16000 batches | accuracy    0.658
| epoch  20 |  8000/16000 batches | accuracy    0.650
| epoch  20 |  8500/16000 batches | accuracy    0.642
| epoch  20 |  9000/16000 batches | accuracy    0.644
| epoch  20 |  9500/16000 batches | accuracy    0.652
| epoch  20 | 10000/16000 batches | accuracy    0.600
| epoch  20 | 10500/16000 batches | accuracy    0.670
| epoch  20 | 11000/16000 batches | accuracy    0.610
| epoch  20 | 11500/16000 batches | accuracy    0.626
| epoch  20 | 12000/16000 batches | accuracy    0.564
| epoch  20 | 12500/16000 batches | accuracy    0.622
| epoch  20 | 13000/16000 batches | accuracy    0.642
| epoch  20 | 13500/16000 batches | accuracy    0.628
| epoch  20 | 14000/16000 batches | accuracy    0.656
| epoch  20 | 14500/16000 batches | accuracy    0.644
| epoch  20 | 15000/16000 batches | accuracy    0.638
| epoch  20 | 15500/16000 batches | accuracy    0.598
| epoch  20 | 16000/16000 batches | accuracy    0.656
-----------------------------------------------------------
| end of epoch  20 | time: 314.28s | train accuracy    0.635 
0.8171193583420159
-----------------------------------------------------------

## The 21/25 Epoch ! ##
| epoch  21 |   500/16000 batches | accuracy    0.604
| epoch  21 |  1000/16000 batches | accuracy    0.692
| epoch  21 |  1500/16000 batches | accuracy    0.616
| epoch  21 |  2000/16000 batches | accuracy    0.602
| epoch  21 |  2500/16000 batches | accuracy    0.630
| epoch  21 |  3000/16000 batches | accuracy    0.628
| epoch  21 |  3500/16000 batches | accuracy    0.662
| epoch  21 |  4000/16000 batches | accuracy    0.636
| epoch  21 |  4500/16000 batches | accuracy    0.560
| epoch  21 |  5000/16000 batches | accuracy    0.598
| epoch  21 |  5500/16000 batches | accuracy    0.624
| epoch  21 |  6000/16000 batches | accuracy    0.622
| epoch  21 |  6500/16000 batches | accuracy    0.602
| epoch  21 |  7000/16000 batches | accuracy    0.654
| epoch  21 |  7500/16000 batches | accuracy    0.620
| epoch  21 |  8000/16000 batches | accuracy    0.650
| epoch  21 |  8500/16000 batches | accuracy    0.626
| epoch  21 |  9000/16000 batches | accuracy    0.640
| epoch  21 |  9500/16000 batches | accuracy    0.658
| epoch  21 | 10000/16000 batches | accuracy    0.624
| epoch  21 | 10500/16000 batches | accuracy    0.624
| epoch  21 | 11000/16000 batches | accuracy    0.650
| epoch  21 | 11500/16000 batches | accuracy    0.632
| epoch  21 | 12000/16000 batches | accuracy    0.594
| epoch  21 | 12500/16000 batches | accuracy    0.634
| epoch  21 | 13000/16000 batches | accuracy    0.668
| epoch  21 | 13500/16000 batches | accuracy    0.632
| epoch  21 | 14000/16000 batches | accuracy    0.584
| epoch  21 | 14500/16000 batches | accuracy    0.618
| epoch  21 | 15000/16000 batches | accuracy    0.654
| epoch  21 | 15500/16000 batches | accuracy    0.642
| epoch  21 | 16000/16000 batches | accuracy    0.666
-----------------------------------------------------------
| end of epoch  21 | time: 318.80s | train accuracy    0.630 
0.8210444616708279
-----------------------------------------------------------

## The 22/25 Epoch ! ##
| epoch  22 |   500/16000 batches | accuracy    0.644
| epoch  22 |  1000/16000 batches | accuracy    0.616
| epoch  22 |  1500/16000 batches | accuracy    0.618
| epoch  22 |  2000/16000 batches | accuracy    0.618
| epoch  22 |  2500/16000 batches | accuracy    0.610
| epoch  22 |  3000/16000 batches | accuracy    0.654
| epoch  22 |  3500/16000 batches | accuracy    0.638
| epoch  22 |  4000/16000 batches | accuracy    0.604
| epoch  22 |  4500/16000 batches | accuracy    0.618
| epoch  22 |  5000/16000 batches | accuracy    0.616
| epoch  22 |  5500/16000 batches | accuracy    0.630
| epoch  22 |  6000/16000 batches | accuracy    0.616
| epoch  22 |  6500/16000 batches | accuracy    0.664
| epoch  22 |  7000/16000 batches | accuracy    0.666
| epoch  22 |  7500/16000 batches | accuracy    0.628
| epoch  22 |  8000/16000 batches | accuracy    0.620
| epoch  22 |  8500/16000 batches | accuracy    0.610
| epoch  22 |  9000/16000 batches | accuracy    0.628
| epoch  22 |  9500/16000 batches | accuracy    0.666
| epoch  22 | 10000/16000 batches | accuracy    0.604
| epoch  22 | 10500/16000 batches | accuracy    0.662
| epoch  22 | 11000/16000 batches | accuracy    0.624
| epoch  22 | 11500/16000 batches | accuracy    0.630
| epoch  22 | 12000/16000 batches | accuracy    0.650
| epoch  22 | 12500/16000 batches | accuracy    0.644
| epoch  22 | 13000/16000 batches | accuracy    0.644
| epoch  22 | 13500/16000 batches | accuracy    0.608
| epoch  22 | 14000/16000 batches | accuracy    0.636
| epoch  22 | 14500/16000 batches | accuracy    0.630
| epoch  22 | 15000/16000 batches | accuracy    0.626
| epoch  22 | 15500/16000 batches | accuracy    0.610
| epoch  22 | 16000/16000 batches | accuracy    0.626
-----------------------------------------------------------
| end of epoch  22 | time: 317.86s | train accuracy    0.630 
0.8193312559042741
-----------------------------------------------------------

## The 23/25 Epoch ! ##
| epoch  23 |   500/16000 batches | accuracy    0.638
| epoch  23 |  1000/16000 batches | accuracy    0.604
| epoch  23 |  1500/16000 batches | accuracy    0.656
| epoch  23 |  2000/16000 batches | accuracy    0.646
| epoch  23 |  2500/16000 batches | accuracy    0.650
| epoch  23 |  3000/16000 batches | accuracy    0.628
| epoch  23 |  3500/16000 batches | accuracy    0.640
| epoch  23 |  4000/16000 batches | accuracy    0.646
| epoch  23 |  4500/16000 batches | accuracy    0.636
| epoch  23 |  5000/16000 batches | accuracy    0.622
| epoch  23 |  5500/16000 batches | accuracy    0.662
| epoch  23 |  6000/16000 batches | accuracy    0.640
| epoch  23 |  6500/16000 batches | accuracy    0.614
| epoch  23 |  7000/16000 batches | accuracy    0.620
| epoch  23 |  7500/16000 batches | accuracy    0.622
| epoch  23 |  8000/16000 batches | accuracy    0.660
| epoch  23 |  8500/16000 batches | accuracy    0.648
| epoch  23 |  9000/16000 batches | accuracy    0.648
| epoch  23 |  9500/16000 batches | accuracy    0.612
| epoch  23 | 10000/16000 batches | accuracy    0.602
| epoch  23 | 10500/16000 batches | accuracy    0.636
| epoch  23 | 11000/16000 batches | accuracy    0.634
| epoch  23 | 11500/16000 batches | accuracy    0.620
| epoch  23 | 12000/16000 batches | accuracy    0.624
| epoch  23 | 12500/16000 batches | accuracy    0.592
| epoch  23 | 13000/16000 batches | accuracy    0.646
| epoch  23 | 13500/16000 batches | accuracy    0.606
| epoch  23 | 14000/16000 batches | accuracy    0.642
| epoch  23 | 14500/16000 batches | accuracy    0.624
| epoch  23 | 15000/16000 batches | accuracy    0.644
| epoch  23 | 15500/16000 batches | accuracy    0.614
| epoch  23 | 16000/16000 batches | accuracy    0.614
-----------------------------------------------------------
| end of epoch  23 | time: 320.43s | train accuracy    0.631 
0.8199022975913124
-----------------------------------------------------------

## The 24/25 Epoch ! ##
| epoch  24 |   500/16000 batches | accuracy    0.642
| epoch  24 |  1000/16000 batches | accuracy    0.642
| epoch  24 |  1500/16000 batches | accuracy    0.638
| epoch  24 |  2000/16000 batches | accuracy    0.648
| epoch  24 |  2500/16000 batches | accuracy    0.622
| epoch  24 |  3000/16000 batches | accuracy    0.594
| epoch  24 |  3500/16000 batches | accuracy    0.668
| epoch  24 |  4000/16000 batches | accuracy    0.640
| epoch  24 |  4500/16000 batches | accuracy    0.660
| epoch  24 |  5000/16000 batches | accuracy    0.638
| epoch  24 |  5500/16000 batches | accuracy    0.624
| epoch  24 |  6000/16000 batches | accuracy    0.656
| epoch  24 |  6500/16000 batches | accuracy    0.598
| epoch  24 |  7000/16000 batches | accuracy    0.598
| epoch  24 |  7500/16000 batches | accuracy    0.656
| epoch  24 |  8000/16000 batches | accuracy    0.598
| epoch  24 |  8500/16000 batches | accuracy    0.642
| epoch  24 |  9000/16000 batches | accuracy    0.640
| epoch  24 |  9500/16000 batches | accuracy    0.622
| epoch  24 | 10000/16000 batches | accuracy    0.622
| epoch  24 | 10500/16000 batches | accuracy    0.648
| epoch  24 | 11000/16000 batches | accuracy    0.626
| epoch  24 | 11500/16000 batches | accuracy    0.638
| epoch  24 | 12000/16000 batches | accuracy    0.618
| epoch  24 | 12500/16000 batches | accuracy    0.626
| epoch  24 | 13000/16000 batches | accuracy    0.652
| epoch  24 | 13500/16000 batches | accuracy    0.638
| epoch  24 | 14000/16000 batches | accuracy    0.654
| epoch  24 | 14500/16000 batches | accuracy    0.662
| epoch  24 | 15000/16000 batches | accuracy    0.664
| epoch  24 | 15500/16000 batches | accuracy    0.628
| epoch  24 | 16000/16000 batches | accuracy    0.620
-----------------------------------------------------------
| end of epoch  24 | time: 319.17s | train accuracy    0.635 
0.8164663651449622
-----------------------------------------------------------

## The 25/25 Epoch ! ##
| epoch  25 |   500/16000 batches | accuracy    0.684
| epoch  25 |  1000/16000 batches | accuracy    0.596
| epoch  25 |  1500/16000 batches | accuracy    0.658
| epoch  25 |  2000/16000 batches | accuracy    0.656
| epoch  25 |  2500/16000 batches | accuracy    0.660
| epoch  25 |  3000/16000 batches | accuracy    0.654
| epoch  25 |  3500/16000 batches | accuracy    0.652
| epoch  25 |  4000/16000 batches | accuracy    0.632
| epoch  25 |  4500/16000 batches | accuracy    0.616
| epoch  25 |  5000/16000 batches | accuracy    0.634
| epoch  25 |  5500/16000 batches | accuracy    0.644
| epoch  25 |  6000/16000 batches | accuracy    0.614
| epoch  25 |  6500/16000 batches | accuracy    0.630
| epoch  25 |  7000/16000 batches | accuracy    0.590
| epoch  25 |  7500/16000 batches | accuracy    0.656
| epoch  25 |  8000/16000 batches | accuracy    0.616
| epoch  25 |  8500/16000 batches | accuracy    0.598
| epoch  25 |  9000/16000 batches | accuracy    0.600
| epoch  25 |  9500/16000 batches | accuracy    0.598
| epoch  25 | 10000/16000 batches | accuracy    0.638
| epoch  25 | 10500/16000 batches | accuracy    0.630
| epoch  25 | 11000/16000 batches | accuracy    0.654
| epoch  25 | 11500/16000 batches | accuracy    0.646
| epoch  25 | 12000/16000 batches | accuracy    0.596
| epoch  25 | 12500/16000 batches | accuracy    0.636
| epoch  25 | 13000/16000 batches | accuracy    0.614
| epoch  25 | 13500/16000 batches | accuracy    0.620
| epoch  25 | 14000/16000 batches | accuracy    0.630
| epoch  25 | 14500/16000 batches | accuracy    0.634
| epoch  25 | 15000/16000 batches | accuracy    0.638
| epoch  25 | 15500/16000 batches | accuracy    0.628
| epoch  25 | 16000/16000 batches | accuracy    0.652
-----------------------------------------------------------
| end of epoch  25 | time: 318.24s | train accuracy    0.631 
0.8175380839796759
-----------------------------------------------------------
C:\Users\nicfl\Desktop\Project\venv\lib\site-packages\torchtext\data\field.py:321: UserWarning: volatile was removed and now has no effect. Use `with torch.no_grad():` instead.
  return Variable(arr, volatile=not train)
-----------------------------------------------------------
| end of dev eval | time: 43.98s | accuracy    0.651 
-----------------------------------------------------------
-----------------------------------------------------------
| end of test eval | time: 34.24s | accuracy    0.648 
-----------------------------------------------------------

Process finished with exit code 0
